epoch,train_loss,val_auroc,val_auprc,val_f1,val_recall,val_specificity,val_threshold,lr,epoch_seconds
1,0.5030797791994618,0.6584350721420644,0.7677664759127205,0.7651331719128329,0.9294117647058824,0.19811320754716982,0.2584740221500397,0.001,0.24526715278625488
2,0.487197894439135,0.6591564927857936,0.768050407514332,0.7657657657657657,1.0,0.018867924528301886,0.2884354889392853,0.001,0.23071646690368652
3,0.4869718400529182,0.6877358490566038,0.789473419110086,0.7658536585365854,0.9235294117647059,0.2169811320754717,0.31527581810951233,0.001,0.23070311546325684
4,0.4802159289518992,0.6779134295227524,0.7823829165839845,0.7665847665847666,0.9176470588235294,0.2358490566037736,0.28158608078956604,0.001,0.2391037940979004
5,0.4789853237113174,0.6658712541620423,0.7674587435822063,0.7640449438202247,1.0,0.009433962264150943,0.16129657626152039,0.001,0.23247504234313965
6,0.4752536109785915,0.6694228634850166,0.7766753354904343,0.7655502392344498,0.9411764705882353,0.16981132075471697,0.26549774408340454,0.001,0.23253583908081055
7,0.4705585409724523,0.6721975582685903,0.779037232481679,0.7757009345794392,0.9764705882352941,0.1320754716981132,0.28412166237831116,0.001,0.23152804374694824
8,0.46135088168844884,0.6804661487236403,0.7979750914906794,0.7706855791962175,0.9588235294117647,0.1509433962264151,0.34685420989990234,0.001,0.23145222663879395
9,0.4552154877829173,0.6680355160932298,0.7776231117055084,0.7788018433179723,0.9941176470588236,0.10377358490566038,0.21704232692718506,0.001,0.23139286041259766
10,0.45280995428427007,0.668534961154273,0.7881263776562561,0.7699316628701595,0.9941176470588236,0.05660377358490566,0.1207812950015068,0.001,0.23148488998413086
11,0.45688516520588845,0.6740843507214206,0.7818131035617145,0.7741935483870968,0.9882352941176471,0.09433962264150944,0.1850801259279251,0.001,0.23082423210144043
12,0.440342489134968,0.6699223085460598,0.782633142413896,0.7699316628701595,0.9941176470588236,0.05660377358490566,0.11354713886976242,0.001,0.23116326332092285
13,0.4521148006932265,0.6663706992230856,0.7740975287957061,0.772093023255814,0.9764705882352941,0.11320754716981132,0.19120347499847412,0.001,0.23028349876403809
14,0.43354411755019034,0.6728634850166482,0.7873928014470885,0.7770114942528735,0.9941176470588236,0.09433962264150944,0.22834311425685883,0.001,0.2301621437072754
15,0.4297065069210502,0.672142064372919,0.7873618711291519,0.7706422018348624,0.9882352941176471,0.07547169811320754,0.09684360772371292,0.0005,0.2307567596435547
16,0.41324711883960125,0.67669256381798,0.7936063409481758,0.7717647058823529,0.9647058823529412,0.14150943396226415,0.20613141357898712,0.0005,0.23139476776123047
17,0.4014588564566744,0.6837957824639289,0.7938441309249413,0.7759815242494227,0.9882352941176471,0.10377358490566038,0.12485978752374649,0.0005,0.23098492622375488
18,0.3954627157068577,0.6749167591564927,0.7926185718118237,0.7767441860465116,0.9823529411764705,0.12264150943396226,0.13608033955097198,0.0005,0.2339341640472412
19,0.373276779602985,0.6783018867924528,0.7895972370445496,0.7767441860465116,0.9823529411764705,0.12264150943396226,0.07215186953544617,0.0005,0.23085403442382812
20,0.3708399292157621,0.6778579356270811,0.79611933439832,0.7759815242494227,0.9882352941176471,0.10377358490566038,0.08015138655900955,0.0005,0.231550931930542
