epoch,train_loss,val_auroc,val_auprc,val_f1,val_recall,val_specificity,val_threshold,lr,epoch_seconds
1,0.4993311129730034,0.6884017758046614,0.7901235966636653,0.7813953488372093,0.9882352941176471,0.1320754716981132,0.2600700259208679,0.001,0.2905304431915283
2,0.4834022858380731,0.6990011098779134,0.798873660149988,0.7811764705882352,0.9764705882352941,0.16037735849056603,0.29371604323387146,0.001,0.23315978050231934
3,0.4832098704481882,0.7142619311875694,0.8064366744608615,0.7824074074074074,0.9941176470588236,0.12264150943396226,0.24486583471298218,0.001,0.23218846321105957
4,0.4718243382685309,0.727968923418424,0.8175793037806678,0.7834549878345499,0.9470588235294117,0.24528301886792453,0.343857079744339,0.001,0.23247313499450684
5,0.4702151589247645,0.7284683684794672,0.8131515739272549,0.7822014051522248,0.9823529411764705,0.1509433962264151,0.19365835189819336,0.001,0.23278021812438965
6,0.4625008849735433,0.7227524972253052,0.8181189377669127,0.780373831775701,0.9823529411764705,0.14150943396226415,0.14959384500980377,0.001,0.2336263656616211
7,0.46028370405811303,0.7327968923418423,0.8145160603563315,0.784503631961259,0.9529411764705882,0.2358490566037736,0.2552494704723358,0.001,0.2328047752380371
8,0.4607951101802644,0.7180910099889012,0.8090058483124178,0.7868852459016393,0.9882352941176471,0.16037735849056603,0.19889043271541595,0.001,0.23259401321411133
9,0.4501457785668016,0.7366814650388458,0.8245950772399031,0.784688995215311,0.9647058823529412,0.20754716981132076,0.2293040007352829,0.001,0.23260498046875
10,0.4324510300781181,0.7324084350721421,0.8290398629919289,0.783410138248848,1.0,0.11320754716981132,0.16543301939964294,0.001,0.23269104957580566
11,0.43136031050530693,0.724694783573807,0.821850181082459,0.7842227378190255,0.9941176470588236,0.1320754716981132,0.13449418544769287,0.001,0.23285365104675293
12,0.42665111634736697,0.7408990011098778,0.8351855741664634,0.7883211678832117,0.9529411764705882,0.25471698113207547,0.2956656813621521,0.001,0.2317824363708496
13,0.41624265575354874,0.7349056603773585,0.8242798413700265,0.7868852459016393,0.9882352941176471,0.16037735849056603,0.10136006027460098,0.001,0.2319164276123047
14,0.4096785602385765,0.7244173140954495,0.8257586284319793,0.784688995215311,0.9647058823529412,0.20754716981132076,0.20335173606872559,0.001,0.23261046409606934
15,0.3985712900724,0.7438956714761376,0.8325992688307238,0.7842227378190255,0.9941176470588236,0.1320754716981132,0.05248114839196205,0.001,0.2317218780517578
16,0.3885715040219884,0.7225305216426192,0.811877031548035,0.7793427230046949,0.9764705882352941,0.1509433962264151,0.11856826394796371,0.001,0.23211312294006348
17,0.37102301553263417,0.7396781354051054,0.8292678364629166,0.7858823529411765,0.9823529411764705,0.16981132075471697,0.11238332837820053,0.001,0.23144173622131348
18,0.3572682926308811,0.7064372918978912,0.7992556254516887,0.7903614457831325,0.9647058823529412,0.2358490566037736,0.1353505700826645,0.001,0.23190689086914062
19,0.34827228416931605,0.7267480577136515,0.8152338171025336,0.7901234567901234,0.9411764705882353,0.29245283018867924,0.2162376195192337,0.0005,0.2330617904663086
20,0.31899265851022973,0.7214761376248614,0.8108168377614311,0.776255707762557,1.0,0.07547169811320754,0.023227224126458168,0.0005,0.23235249519348145
21,0.2833231595368072,0.7332963374028857,0.8166342905768769,0.783289817232376,0.8823529411764706,0.4056603773584906,0.21280092000961304,0.0005,0.23209142684936523
22,0.2698748974099992,0.7360710321864595,0.8216855021856235,0.7821522309711286,0.8764705882352941,0.41509433962264153,0.2599400281906128,0.0005,0.23211002349853516
23,0.2631321973811472,0.732519422863485,0.8208922914198641,0.7783251231527094,0.9294117647058824,0.2641509433962264,0.12125356495380402,0.0005,0.23157691955566406
24,0.24398254685931736,0.7229744728079911,0.7992403867951261,0.7844155844155845,0.888235294117647,0.39622641509433965,0.1565219759941101,0.0005,0.23202013969421387
