channel_set,family,horizon,model,model_display,n_features,test_accuracy,test_auprc,test_auroc,test_balanced_accuracy,test_brier,test_f1,test_fn,test_fp,test_n,test_n_negative,test_n_positive,test_precision,test_recall_sensitivity,test_specificity,test_threshold,test_tn,test_tp,train_seconds,val_accuracy,val_auprc,val_auroc,val_balanced_accuracy,val_brier,val_f1,val_fn,val_fp,val_n,val_n_negative,val_n_positive,val_precision,val_recall_sensitivity,val_specificity,val_threshold,val_tn,val_tp
values_masks,baseline,18,Dummy_StratifiedFloor,Dummy_StratifiedFloor,260,0.6159420289855072,0.6058598914702564,0.478079911209767,0.5,0.4963768115942029,0.7623318385650224,0,106,276,106,170,0.6159420289855072,1.0,0.0,0.0,0,170,0.0,0.6159420289855072,0.6024735694850708,0.4704217536071033,0.5,0.5036231884057971,0.7623318385650224,0,106,276,106,170,0.6159420289855072,1.0,0.0,0.0,0,170
full,baseline,24,RandomForest_balanced,RandomForest_balanced,576,0.6666666666666666,0.857689492475881,0.7609045504994449,0.5873473917869034,0.1924008605072464,0.7745098039215687,12,80,276,106,170,0.6638655462184874,0.9294117647058824,0.2452830188679245,0.36,26,158,1.352,0.717391304347826,0.85674766450588,0.7875693673695893,0.6391786903440622,0.1791344882246376,0.8097560975609757,4,74,276,106,170,0.6916666666666667,0.976470588235294,0.3018867924528302,0.36,32,166
full,baseline,24,HistGradBoost,HistGradBoost,576,0.6992753623188406,0.8520495727777798,0.7660932297447282,0.6528856825749167,0.1918298900553171,0.7774798927613941,25,58,276,106,170,0.7142857142857143,0.8529411764705882,0.4528301886792453,0.3948984371308269,48,145,0.843,0.7536231884057971,0.8676774726261455,0.8042175360710321,0.7147613762486127,0.1747918490813748,0.8152173913043478,20,48,276,106,170,0.7575757575757576,0.8823529411764706,0.5471698113207547,0.3948984371308269,58,150
full,baseline,24,ExtraTrees_balanced,ExtraTrees_balanced,576,0.6920289855072463,0.8518159223286581,0.7633185349611543,0.6061598224195338,0.1920645606884057,0.7961630695443646,4,81,276,106,170,0.6720647773279352,0.976470588235294,0.2358490566037736,0.2925,25,166,0.968,0.7101449275362319,0.8337570431737718,0.7750832408435071,0.6261931187569367,0.1841571331521739,0.8076923076923077,2,78,276,106,170,0.6829268292682927,0.9882352941176472,0.2641509433962264,0.2925,28,168
full,baseline,24,MLP_tabular,MLP_tabular,576,0.6666666666666666,0.8475244864225239,0.7542175360710321,0.5766925638179801,0.1987650736490171,0.780952380952381,6,86,276,106,170,0.656,0.9647058823529412,0.1886792452830188,0.2158761769533157,20,164,0.579,0.6811594202898551,0.801036585125916,0.7194228634850165,0.5849056603773585,0.2027750151080036,0.794392523364486,0,88,276,106,170,0.6589147286821705,1.0,0.1698113207547169,0.2158761769533157,18,170
full,baseline,24,LogReg_L2_balanced,LogReg_L2_balanced,576,0.6304347826086957,0.7599577234259297,0.7042175360710322,0.541953385127636,0.2283070803072273,0.7548076923076923,13,89,276,106,170,0.6382113821138211,0.923529411764706,0.160377358490566,0.0840413402997802,17,157,0.114,0.677536231884058,0.7357396800228762,0.6798557158712542,0.5855160932297447,0.2456099120471203,0.789598108747045,3,86,276,106,170,0.6600790513833992,0.9823529411764704,0.1886792452830188,0.0840413402997802,20,167
full,baseline,24,Dummy_StratifiedFloor,Dummy_StratifiedFloor,576,0.6159420289855072,0.6058598914702564,0.478079911209767,0.5,0.4963768115942029,0.7623318385650224,0,106,276,106,170,0.6159420289855072,1.0,0.0,0.0,0,170,0.0,0.6159420289855072,0.6024735694850708,0.4704217536071033,0.5,0.5036231884057971,0.7623318385650224,0,106,276,106,170,0.6159420289855072,1.0,0.0,0.0,0,170
values,baseline,24,ExtraTrees_balanced,ExtraTrees_balanced,160,0.6521739130434783,0.845317892201608,0.7370699223085461,0.5702552719200888,0.2016170516304348,0.7658536585365854,13,83,276,106,170,0.6541666666666667,0.923529411764706,0.2169811320754717,0.38,23,157,0.756,0.7028985507246377,0.8612671179324504,0.777857935627081,0.618534961154273,0.1870428668478261,0.8028846153846154,3,79,276,106,170,0.6788617886178862,0.9823529411764704,0.2547169811320754,0.38,27,167
values,baseline,24,RandomForest_balanced,RandomForest_balanced,160,0.6557971014492754,0.8246956889506343,0.7190344062153162,0.5714206437291898,0.2044377038043478,0.7699757869249395,11,84,276,106,170,0.654320987654321,0.9352941176470588,0.2075471698113207,0.36,22,159,1.505,0.6992753623188406,0.8542669519804227,0.7767480577136514,0.617369589345172,0.185568455615942,0.7990314769975787,5,78,276,106,170,0.6790123456790124,0.9705882352941176,0.2641509433962264,0.36,28,165
values,baseline,24,HistGradBoost,HistGradBoost,160,0.6594202898550725,0.818304686867914,0.7171476137624861,0.6063263041065483,0.2090860165172304,0.7513227513227513,28,66,276,106,170,0.6826923076923077,0.8352941176470589,0.3773584905660377,0.3907594303413148,40,142,0.253,0.7282608695652174,0.85040625824501,0.7806326304106549,0.6781908990011098,0.1877873617090005,0.8021108179419525,18,57,276,106,170,0.7272727272727273,0.8941176470588236,0.4622641509433962,0.3907594303413148,49,152
values,baseline,24,MLP_tabular,MLP_tabular,160,0.6521739130434783,0.8091897310824772,0.7047169811320755,0.5560488346281909,0.2105030427948182,0.7746478873239436,5,91,276,106,170,0.64453125,0.9705882352941176,0.1415094339622641,0.283705323934555,15,165,0.316,0.6702898550724637,0.7740217775470452,0.6943951165371809,0.5743063263041066,0.2101810704432453,0.7868852459016393,2,89,276,106,170,0.6536964980544747,0.9882352941176472,0.160377358490566,0.283705323934555,17,168
values,baseline,24,LogReg_L2_balanced,LogReg_L2_balanced,160,0.6340579710144928,0.7933794879091938,0.6987236403995559,0.5289123196448391,0.2204661984534262,0.767816091954023,3,98,276,106,170,0.630188679245283,0.9823529411764704,0.0754716981132075,0.1518813868253689,8,167,0.035,0.644927536231884,0.7575886816683153,0.6833518312985571,0.5412874583795783,0.2316897189759887,0.7741935483870968,2,96,276,106,170,0.6363636363636364,0.9882352941176472,0.0943396226415094,0.1518813868253689,10,168
values,baseline,24,Dummy_StratifiedFloor,Dummy_StratifiedFloor,160,0.6159420289855072,0.6058598914702564,0.478079911209767,0.5,0.4963768115942029,0.7623318385650224,0,106,276,106,170,0.6159420289855072,1.0,0.0,0.0,0,170,0.0,0.6159420289855072,0.6024735694850708,0.4704217536071033,0.5,0.5036231884057971,0.7623318385650224,0,106,276,106,170,0.6159420289855072,1.0,0.0,0.0,0,170
values_masks,baseline,24,ExtraTrees_balanced,ExtraTrees_balanced,320,0.6884057971014492,0.8596886820177004,0.7625416204217537,0.5978912319644839,0.1933776721014492,0.7962085308056872,2,84,276,106,170,0.6666666666666666,0.9882352941176472,0.2075471698113207,0.325,22,168,0.811,0.7028985507246377,0.8491355560145661,0.7620976692563817,0.618534961154273,0.1893236186594203,0.8028846153846154,3,79,276,106,170,0.6788617886178862,0.9823529411764704,0.2547169811320754,0.325,27,167
values_masks,baseline,24,RandomForest_balanced,RandomForest_balanced,320,0.6666666666666666,0.8283676730242918,0.726165371809101,0.5962264150943396,0.2025537364130434,0.7688442211055276,17,75,276,106,170,0.6710526315789473,0.9,0.2924528301886792,0.43,31,153,1.392,0.7210144927536232,0.8598192128948067,0.781048834628191,0.6509988901220866,0.1828951086956521,0.8079800498753117,8,69,276,106,170,0.7012987012987013,0.9529411764705882,0.3490566037735849,0.43,37,162
values_masks,baseline,24,HistGradBoost,HistGradBoost,320,0.6666666666666666,0.8278994376604562,0.7294672586015538,0.6015538290788013,0.2041928576045355,0.7653061224489796,20,72,276,106,170,0.6756756756756757,0.8823529411764706,0.320754716981132,0.3432244769760681,34,150,0.44,0.717391304347826,0.837407860651125,0.7700332963374028,0.6533851276359601,0.1902170164170676,0.8020304568527918,12,66,276,106,170,0.7053571428571429,0.9294117647058824,0.3773584905660377,0.3432244769760681,40,158
values_masks,baseline,24,MLP_tabular,MLP_tabular,320,0.6739130434782609,0.8055468833313512,0.7173140954495005,0.586126526082131,0.233163594407279,0.784688995215311,6,84,276,106,170,0.6612903225806451,0.9647058823529412,0.2075471698113207,0.1041112095117569,22,164,0.667,0.6557971014492754,0.739683788556106,0.6709211986681465,0.5625416204217536,0.2418609672881104,0.7754137115839244,6,89,276,106,170,0.6482213438735178,0.9647058823529412,0.160377358490566,0.1041112095117569,17,164
values_masks,baseline,24,LogReg_L2_balanced,LogReg_L2_balanced,320,0.6268115942028986,0.7668222218673802,0.6814095449500556,0.5248057713651498,0.232168725999486,0.7610208816705336,6,97,276,106,170,0.6283524904214559,0.9647058823529412,0.0849056603773584,0.0613050075200299,9,164,0.059,0.644927536231884,0.7596922101826935,0.6941731409544949,0.5395116537180911,0.2327227797152626,0.7752293577981652,1,97,276,106,170,0.6353383458646616,0.9941176470588236,0.0849056603773584,0.0613050075200299,9,169
values_masks,baseline,24,Dummy_StratifiedFloor,Dummy_StratifiedFloor,320,0.6159420289855072,0.6058598914702564,0.478079911209767,0.5,0.4963768115942029,0.7623318385650224,0,106,276,106,170,0.6159420289855072,1.0,0.0,0.0,0,170,0.0,0.6159420289855072,0.6024735694850708,0.4704217536071033,0.5,0.5036231884057971,0.7623318385650224,0,106,276,106,170,0.6159420289855072,1.0,0.0,0.0,0,170
full,cnn_bdlstm,6,CNN-Attn-BiLSTM,CNN-Attn-BiLSTM,18,0.6521739130434783,0.8406587192061217,0.759322974472808,0.5702552719200888,0.200451834377455,0.7658536585365854,13,83,276,106,170,0.6541666666666667,0.923529411764706,0.2169811320754717,0.1895467936992645,23,157,4.412,0.6702898550724637,0.8502065142952846,0.7503329633740289,0.5814095449500555,0.2040073746343232,0.7828162291169452,6,85,276,106,170,0.6586345381526104,0.9647058823529412,0.1981132075471698,0.1895467936992645,21,164
values,cnn_bdlstm,6,CNN-Attn-BiLSTM,CNN-Attn-BiLSTM,5,0.6159420289855072,0.7643069162117678,0.6518867924528302,0.5,0.2551074364776419,0.7623318385650224,0,106,276,106,170,0.6159420289855072,1.0,0.0,0.0104152271524071,0,170,9.625,0.6159420289855072,0.7985402111142116,0.6915649278579357,0.5,0.2374839733113783,0.7623318385650224,0,106,276,106,170,0.6159420289855072,1.0,0.0,0.0104152271524071,0,170
values_masks,cnn_bdlstm,6,CNN-Attn-BiLSTM,CNN-Attn-BiLSTM,10,0.6485507246376812,0.8006911930737896,0.6951720310765815,0.5602108768035516,0.2150228405959546,0.7673860911270983,10,87,276,106,170,0.6477732793522267,0.9411764705882352,0.1792452830188679,0.3468542098999023,19,160,4.658,0.6485507246376812,0.7979750914906794,0.6804661487236403,0.55488346281909,0.2151217892686948,0.7706855791962175,7,90,276,106,170,0.6442687747035574,0.9588235294117649,0.1509433962264151,0.3468542098999023,16,163
full,cnn_bdlstm,12,CNN-Attn-BiLSTM,CNN-Attn-BiLSTM,18,0.6594202898550725,0.8319698236869247,0.7412874583795783,0.6027746947835738,0.1983708080666186,0.7539267015706806,26,68,276,106,170,0.6792452830188679,0.8470588235294118,0.3584905660377358,0.3934839963912964,38,144,4.924,0.7028985507246377,0.8431657651990787,0.7624861265260822,0.6327413984461709,0.1876604866885571,0.795,11,71,276,106,170,0.691304347826087,0.9352941176470588,0.330188679245283,0.3934839963912964,35,159
values,cnn_bdlstm,12,CNN-Attn-BiLSTM,CNN-Attn-BiLSTM,5,0.644927536231884,0.7897286750529152,0.6968368479467257,0.5661487236403996,0.2209038371462211,0.7586206896551724,16,82,276,106,170,0.652542372881356,0.9058823529411764,0.2264150943396226,0.2956656813621521,24,154,5.65,0.6847826086956522,0.8351855741664634,0.7408990011098778,0.6038290788013319,0.2003092211143499,0.7883211678832117,8,79,276,106,170,0.6721991701244814,0.9529411764705882,0.2547169811320754,0.2956656813621521,27,162
values_masks,cnn_bdlstm,12,CNN-Attn-BiLSTM,CNN-Attn-BiLSTM,10,0.6702898550724637,0.797961965159232,0.7086015538290787,0.6062708102108768,0.2161911865568784,0.7672634271099744,20,71,276,106,170,0.6787330316742082,0.8823529411764706,0.330188679245283,0.3364525735378265,35,150,4.93,0.6920289855072463,0.8421339143817679,0.7603218645948945,0.6239178690344062,0.1990410768194437,0.7858942065491183,14,71,276,106,170,0.6872246696035242,0.9176470588235294,0.330188679245283,0.3364525735378265,35,156
full,cnn_bdlstm,18,CNN-Attn-BiLSTM,CNN-Attn-BiLSTM,18,0.6992753623188406,0.8535504936116618,0.7690344062153163,0.617369589345172,0.1987151387641878,0.7990314769975787,5,78,276,106,170,0.6790123456790124,0.9705882352941176,0.2641509433962264,0.1578710079193115,28,165,6.695,0.7065217391304348,0.8612467768381834,0.7874028856825749,0.6214761376248613,0.1861327466057478,0.8057553956834532,2,79,276,106,170,0.680161943319838,0.9882352941176472,0.2547169811320754,0.1578710079193115,27,168
values,cnn_bdlstm,18,CNN-Attn-BiLSTM,CNN-Attn-BiLSTM,5,0.6521739130434783,0.8128611738517267,0.7092674805771365,0.5702552719200888,0.2192382871581911,0.7658536585365854,13,83,276,106,170,0.6541666666666667,0.923529411764706,0.2169811320754717,0.2631457448005676,23,157,6.9,0.7210144927536232,0.8595478636751216,0.7903440621531632,0.6421198668146504,0.1775312776717507,0.8126520681265207,3,74,276,106,170,0.6929460580912863,0.9823529411764704,0.3018867924528302,0.2631457448005676,32,167
values_masks,cnn_bdlstm,18,CNN-Attn-BiLSTM,CNN-Attn-BiLSTM,10,0.6557971014492754,0.8084703891666777,0.6953940066592675,0.5891786903440621,0.2192820556601988,0.7582697201017812,21,74,276,106,170,0.6681614349775785,0.8764705882352941,0.3018867924528302,0.3215075135231018,32,149,4.979,0.7282608695652174,0.8530529506400091,0.7799112097669256,0.6622086570477248,0.1884061664370958,0.8110831234256927,9,66,276,106,170,0.7092511013215859,0.9470588235294116,0.3773584905660377,0.3215075135231018,40,161
full,cnn_bdlstm,24,CNN-Attn-BiLSTM,CNN-Attn-BiLSTM,18,0.6920289855072463,0.867115812712723,0.783795782463929,0.61503884572697,0.1856772891856087,0.7911547911547911,9,76,276,106,170,0.679324894514768,0.9470588235294116,0.2830188679245283,0.2237332463264465,30,161,5.985,0.7137681159420289,0.8749299729190029,0.8000554938956714,0.6309100998890123,0.1758008312148682,0.8096385542168675,2,77,276,106,170,0.6857142857142857,0.9882352941176472,0.2735849056603773,0.2237332463264465,29,168
values,cnn_bdlstm,24,CNN-Attn-BiLSTM,CNN-Attn-BiLSTM,5,0.6884057971014492,0.8328743159143164,0.7392896781354051,0.6387347391786904,0.2045801313743373,0.7712765957446809,25,61,276,106,170,0.7038834951456311,0.8529411764705882,0.4245283018867924,0.3628276586532593,45,145,6.204,0.7210144927536232,0.8600889945308154,0.781021087680355,0.668756936736959,0.1854653822210317,0.7979002624671916,18,59,276,106,170,0.7203791469194313,0.8941176470588236,0.4433962264150943,0.3628276586532593,47,152
values_masks,cnn_bdlstm,24,CNN-Attn-BiLSTM,CNN-Attn-BiLSTM,10,0.6739130434782609,0.837993723692691,0.7356270810210876,0.6322974472807992,0.2237777102544047,0.7540983606557377,32,58,276,106,170,0.7040816326530612,0.8117647058823529,0.4528301886792453,0.2913382351398468,48,138,7.321,0.75,0.8736740536277415,0.8055493895671476,0.7064927857935628,0.1868327989242436,0.8150134048257373,18,51,276,106,170,0.7487684729064039,0.8941176470588236,0.5188679245283019,0.2913382351398468,55,152
