epoch,train_loss,val_auroc,val_auprc,val_f1,val_recall,val_specificity,val_threshold,lr,epoch_seconds
1,0.49804838798484025,0.727025527192009,0.8235820318325772,0.7783251231527094,0.9294117647058824,0.2641509433962264,0.2736514210700989,0.001,0.24625158309936523
2,0.4681087997089438,0.7482796892341843,0.8451556086042874,0.7741935483870968,0.9882352941176471,0.09433962264150944,0.22493396699428558,0.001,0.2321629524230957
3,0.4615426339935554,0.7319644839067704,0.8298486317631729,0.7783018867924528,0.9705882352941176,0.16037735849056603,0.28384003043174744,0.001,0.2321619987487793
4,0.4655793178649176,0.7405660377358491,0.8398835264601627,0.7757009345794392,0.9764705882352941,0.1320754716981132,0.1742733269929886,0.001,0.2312922477722168
5,0.4518035818524912,0.7501664816870144,0.8468435744572029,0.7855421686746988,0.9588235294117647,0.22641509433962265,0.31041112542152405,0.001,0.23141002655029297
6,0.4498867785308907,0.747780244173141,0.8416344751830283,0.7813953488372093,0.9882352941176471,0.1320754716981132,0.15853434801101685,0.001,0.23132109642028809
7,0.44400440928887347,0.7503329633740289,0.8502065142952846,0.7828162291169452,0.9647058823529412,0.19811320754716982,0.18954679369926453,0.001,0.22945094108581543
8,0.44615225608116377,0.7357380688124306,0.830541435999347,0.784688995215311,0.9647058823529412,0.20754716981132076,0.25376006960868835,0.001,0.23087239265441895
9,0.4336743165035637,0.7543840177580465,0.8412724513200228,0.7824074074074074,0.9941176470588236,0.12264150943396226,0.23409362137317657,0.001,0.23041367530822754
10,0.44744399010188995,0.7543840177580465,0.84892569922832,0.784688995215311,0.9647058823529412,0.20754716981132076,0.17730340361595154,0.001,0.23082637786865234
11,0.4352805199942081,0.7346281908990011,0.8310119948987272,0.7824074074074074,0.9941176470588236,0.12264150943396226,0.0830683708190918,0.001,0.23108720779418945
12,0.43191039666296943,0.7467258601553828,0.8286375640823436,0.7901234567901234,0.9411764705882353,0.29245283018867924,0.3112543225288391,0.001,0.2306499481201172
13,0.4206193002308307,0.7390677025527191,0.8281012702864574,0.7857142857142857,0.9705882352941176,0.19811320754716982,0.2036377489566803,0.001,0.23138046264648438
14,0.41895877552681227,0.7540510543840178,0.84261008575543,0.7874396135265701,0.9588235294117647,0.2358490566037736,0.33473750948905945,0.0005,0.23067808151245117
15,0.3969434133057151,0.735571587125416,0.8301204847344188,0.7822014051522248,0.9823529411764705,0.1509433962264151,0.15324556827545166,0.0005,0.23086953163146973
16,0.39240804683594477,0.733906770255272,0.8239058898828885,0.7788461538461539,0.9529411764705882,0.20754716981132076,0.2010338008403778,0.0005,0.2310791015625
17,0.38652118858025997,0.7164816870144284,0.8126100740374516,0.7770114942528735,0.9941176470588236,0.09433962264150944,0.052295468747615814,0.0005,0.23133516311645508
18,0.37081476602694885,0.7340177580466148,0.8262786570296958,0.7862407862407862,0.9411764705882353,0.27358490566037735,0.24062184989452362,0.0005,0.23026323318481445
19,0.3581303578115104,0.7116537180910101,0.8052551037430006,0.7842227378190255,0.9941176470588236,0.1320754716981132,0.06642589718103409,0.0005,0.23022150993347168
