epoch,train_loss,val_auroc,val_auprc,val_f1,val_recall,val_specificity,val_threshold,lr,epoch_seconds
1,0.49210670003815304,0.7132075471698113,0.8076207792492079,0.7962529274004684,1.0,0.1792452830188679,0.20377495884895325,0.001,0.25075531005859375
2,0.4744831327678395,0.7261931187569367,0.8121242938466807,0.7980769230769231,0.9764705882352941,0.24528301886792453,0.27723246812820435,0.001,0.23633480072021484
3,0.46640966335932416,0.7386237513873473,0.811541576456988,0.7980535279805353,0.9647058823529412,0.27358490566037735,0.2889805734157562,0.001,0.2360057830810547
4,0.46255328401146023,0.7450610432852386,0.8279090034570251,0.8058968058968059,0.9647058823529412,0.3113207547169811,0.36820417642593384,0.001,0.23549604415893555
5,0.4578601749035236,0.7445061043285239,0.827213774702928,0.8009592326139089,0.9823529411764705,0.24528301886792453,0.24565185606479645,0.001,0.2359638214111328
6,0.45297271897192715,0.7664816870144283,0.8424687234034054,0.8,0.9647058823529412,0.2830188679245283,0.2648494839668274,0.001,0.23627042770385742
7,0.4465867358270416,0.7344062153163151,0.820217177508754,0.7951219512195122,0.9588235294117647,0.27358490566037735,0.37168657779693604,0.001,0.23620200157165527
8,0.45436331917639494,0.7607658157602664,0.8393428157930668,0.8029197080291971,0.9705882352941176,0.2830188679245283,0.35642462968826294,0.001,0.23614954948425293
9,0.43378661885823794,0.7799112097669256,0.8530529506400091,0.8110831234256927,0.9470588235294117,0.37735849056603776,0.3215075135231018,0.001,0.23659753799438477
10,0.4316270277884001,0.7619866814650389,0.8277490537001162,0.8038740920096852,0.9764705882352941,0.27358490566037735,0.17484857141971588,0.001,0.23633193969726562
11,0.42525101756833306,0.745449500554939,0.8154949492625847,0.8019559902200489,0.9647058823529412,0.29245283018867924,0.19742122292518616,0.001,0.23538446426391602
12,0.41859189781472256,0.772142064372919,0.8422356680308305,0.8068459657701712,0.9705882352941176,0.3018867924528302,0.26712164282798767,0.001,0.23575544357299805
13,0.4163744501786437,0.7631520532741399,0.8331395325326881,0.8049382716049382,0.9588235294117647,0.32075471698113206,0.27308517694473267,0.001,0.2355515956878662
14,0.4017670698852496,0.7486126526082131,0.8296056680204429,0.7884615384615384,0.9647058823529412,0.22641509433962265,0.25626441836357117,0.001,0.23434829711914062
15,0.4089039616709123,0.7667591564927858,0.8430714583565024,0.8010335917312662,0.9117647058823529,0.41509433962264153,0.25861430168151855,0.001,0.23584699630737305
16,0.3985842093994288,0.7460599334073251,0.8235137062755178,0.8,0.9411764705882353,0.33962264150943394,0.3246972858905792,0.0005,0.2358708381652832
17,0.3838634067787335,0.7657047724750279,0.8396126834711614,0.7948717948717948,0.9117647058823529,0.3867924528301887,0.28727811574935913,0.0005,0.23615145683288574
18,0.35756254812487126,0.761875693673696,0.8328287675689134,0.7969543147208121,0.9235294117647059,0.36792452830188677,0.2712596356868744,0.0005,0.2358102798461914
19,0.3450539211296981,0.7346281908990011,0.8247274208872553,0.7910447761194029,0.9352941176470588,0.3113207547169811,0.16382192075252533,0.0005,0.23621416091918945
20,0.3244978250424608,0.7786903440621532,0.8509878567037852,0.8070175438596491,0.8117647058823529,0.6792452830188679,0.4154355227947235,0.0005,0.2359628677368164
21,0.32465298752936106,0.7444506104328524,0.8213118173953339,0.798941798941799,0.888235294117647,0.46226415094339623,0.18310382962226868,0.0005,0.23587656021118164
